seller_key,seller_id,seller_zip_code_prefix,seller_city,seller_state,lat,lng
90,abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-22.838041811091774,-43.3225010799997
91,1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,-21.359603054951133,-48.07429596000015
92,79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,-22.985270708968645,-43.204229732048276
93,7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,-23.526918025769398,-46.640466978034304
94,63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,-22.757591946370926,-42.88769778988366
95,83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,-23.634906462742958,-46.77217242295665
96,cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,-20.822551191718293,-49.49204269570385
97,d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,-23.675528470739895,-46.539092188250464
98,709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,-21.29514956103053,-50.34302941703419
99,9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,-23.543143411858768,-46.490138111733394
100,276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,-19.83665865816753,-43.9453425077265
101,9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,-22.886244788124753,-43.26754294899786
102,512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,-22.90779821623599,-43.243117441570796
103,422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
104,99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,,
105,698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,-23.572833549902988,-46.65913941726721
106,8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,-22.675665412164474,-50.437699768191
107,ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,-22.694436417211033,-46.98833786116593
108,d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,-21.79081912315189,-48.184614002408665
109,98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,-22.3389438317778,-41.7558528992076
110,62760d278921b5f352461620d68a9cee,13320,salto,SP,-23.202662995615682,-47.29578408617384
111,eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,-22.392217406389072,-47.578418519250064
112,3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,-23.321030637777863,-51.14176307883429
113,1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,-23.504224059316698,-46.72791155879376
114,791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,-21.179728044300994,-47.808569828204064
115,392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,,
116,0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,-21.693351229048602,-45.25940943644632
117,37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,-23.61232510386392,-46.59764618459611
118,87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,-20.693488565281623,-50.04261717535815
119,3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
120,e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,-23.532707880462674,-46.515007021417325
121,44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,-15.838379990679504,-47.95319232116068
122,05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,-23.50398072643377,-46.840983806203525
123,9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,-23.545622892085554,-46.64144894036302
124,f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,-28.358018902390246,-49.28832810730867
125,75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,-15.827692415784128,-47.92435900387927
126,0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,-23.473110842240537,-46.60078259282495
127,7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,-23.50145800739884,-46.62881021209078
128,99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,-15.660629585327506,-56.05252369062696
129,e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,-22.033535940867917,-47.909200632275486
130,784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,-23.541085237536784,-46.63841835903311
131,099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-23.548762721633512,-46.56655446472844
132,0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-22.92407937365451,-43.21379225353238
133,b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,-24.29604466508284,-53.315138137206254
134,ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,-22.931006872545307,-43.689099106167085
135,ea00f977a203ff88adf7057cb7806998,11085,santos,SP,-23.939737532386214,-46.359325349826335
136,82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,-23.54016055987797,-46.5483030466631
137,ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,-14.428805561848362,-49.711008207742665
138,34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,-25.444451769358118,-49.32794630681775
139,ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,-23.568716843792632,-46.438367151319746
140,f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,-28.871521064173052,-52.180098190846316
141,fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,-23.66410368119657,-46.68716207073742
142,ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,-21.2003057274864,-47.80256738061809
143,d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,-21.00466750894162,-42.71946285802102
144,75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,-29.173485938723662,-51.151005151231054
145,70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,-8.285099800760587,-35.97075615496189
146,ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,-25.42462684918724,-49.25382259847708
147,26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,-20.528262370114636,-47.38709863765947
148,0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,-25.484013528894824,-49.272425378198484
149,fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,-12.976903537184441,-38.49640767059304
150,b18dc380845b24038cfc48006478f099,9951,diadema,SP,-23.68878343738478,-46.59061205890815
151,f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,-23.49188115637391,-46.35030865573543
152,889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,-22.609429579073687,-48.79641907121717
153,ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,-23.46435546763849,-46.53785009179902
154,4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,-23.572512867924605,-46.819261861618564
155,01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,-14.521762863477235,-49.143007266567
156,f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,-26.9115588891599,-48.65659341096186
157,024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,-23.58315845444506,-46.538070627858936
158,a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,-23.580529891151247,-46.61889914345089
159,c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,-23.539650455772748,-46.63217613622506
160,02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,-25.459160510194007,-49.284315543597536
161,7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,-22.92958347247877,-53.13574977982756
162,f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,-23.565769132140986,-46.58126659749411
163,a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,,
164,6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,-23.477930147489534,-46.682875772700214
165,42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,-23.429210718640334,-51.94819553853382
166,d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,-23.539078844146324,-46.63872071940612
167,c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,-23.56492605358704,-46.66445392438563
168,229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,-19.924775965269745,-43.946945168821436
169,f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,-23.539589435180513,-46.35860211220289
170,9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,-23.569576854136365,-46.618377586571505
171,95ec4458365c4d11f452ccf538377619,13481,limeira,SP,-22.600556474252752,-47.40776690336797
172,6ec1a01e866584bb679eb9b098345919,11040,santos,SP,-23.972012439908767,-46.31432698362778
173,f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,-23.53766312144032,-46.888915425858386
174,fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,-23.473110842240537,-46.60078259282495
175,623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,-20.437920263491275,-44.76330196586492
176,c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,-21.15577221539938,-47.803224921145556
177,a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,-22.941617538842337,-43.04381833651611
178,48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,-21.7957025544846,-50.87915583052284
179,270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,-23.540845820323508,-46.83743716534804
180,89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,-23.53284541350734,-46.7797198187354
181,8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,-22.831525158643018,-43.015381374110994
182,1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,-15.95937534772296,-54.9710076281593
183,5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,,
184,8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,-23.5878729370433,-46.63647923774087
185,aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,-26.826359244887218,-49.270625132685176
186,11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,-21.140480447590075,-47.791336377389385
187,ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,-23.56908297225686,-46.697703396131644
188,d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,-27.728907466185678,-52.5361282897098
189,c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,-3.758769192984031,-38.567625532827435
190,e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,-23.439511515770263,-46.42206235799992
191,6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,-23.468252112713323,-46.551221208831066
192,e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,,
193,9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,-21.131247997381305,-51.10292537911958
194,5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,-26.28029376418527,-48.795939733555265
195,1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,-19.937081168456363,-43.976330584754095
196,817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,-22.353734973383137,-49.101402852523776
197,caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,-23.303988636373703,-45.96290537909097
198,615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,-23.275618816991948,-47.276416188981514
199,1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP,,
200,5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,-23.538063326257223,-46.50659655207285
201,7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,-27.004522453378566,-51.152808530844105
202,8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,-27.44371623384887,-48.40131742792339
203,3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP,-23.69078071512126,-46.85555360684095
204,a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,-6.8372713121932085,-35.127268944459026
205,6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,-23.569432719772774,-46.421037165952505
206,3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,-20.41022536716159,-42.8993095333992
207,8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP,,
208,10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,-22.347656923428968,-48.78445709494656
209,b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP,-23.54692116843475,-46.92972402735391
210,39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,-16.65154566750506,-49.26795105386152
211,dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,-23.725520770740392,-46.68751211372143
212,83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,-22.881824746585092,-43.468465284305736
213,14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,-23.539650455772748,-46.63217613622506
214,bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,-23.541589540438878,-46.57153526761467
215,28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,-29.167561635074183,-51.154909284680265
216,c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP,-23.656977212350355,-46.57489298649162
217,739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,-7.219289067751179,-35.89080712379333
218,657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,-28.455579879189802,-50.23598069463291
219,455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,-22.47900350045059,-44.49745094177866
220,800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC,-26.487423066285714,-49.080731966886276
221,5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP,-23.49120819109078,-46.58351234462944
222,0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,-23.597062656789557,-46.74257117767155
223,e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,-23.013945234739644,-43.46302017493874
224,3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP,-23.515063523479874,-46.43996607919537
225,baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP,-23.629016455152943,-46.732074017092586
226,c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC,-27.547078743041258,-48.49782582040817
227,a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,-23.498785561398716,-47.50005588002265
228,4deebb3199eeafb282ae33229144f94b,2112,sao paulo,SP,-23.519415633328116,-46.59183884728751
229,9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP,-21.140480447590075,-47.791336377389385
230,f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,SP,-23.536047094959013,-47.469335940300226
231,8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP,-23.663212563450806,-46.415286664885194
232,eec3469d83e142f9a104886655338c37,17030,bauru,SP,-22.321734562254253,-49.045943797566764
233,55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP,-22.341183963959992,-49.09523560810242
234,d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG,-19.9837012010167,-44.001532164648324
235,d6b1ce66b035a475f00c017792ff9769,13327,salto,SP,-23.179436597967328,-47.313120341199365
236,3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO,-16.73553802569952,-49.302738090001675
237,fe4cd9461203cee790d36792420b310f,35300,caratinga,MG,-19.78738795738488,-42.13914525157762
238,c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,SP,,
239,f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ,-22.81150579813459,-43.32658130224651
240,ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP,-20.496383248420045,-47.41802549654823
241,a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP,-21.804909632167895,-49.603755720307745
242,830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP,-23.50959321425571,-46.66675486211566
243,7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP,-21.17296091786969,-47.82265435653519
244,1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC,-28.328913670959444,-49.17618761232856
245,b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG,-21.12579540757682,-42.92626728543971
246,b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP,-23.691163785820873,-46.54398066829753
247,71593c7413973a1e160057b80d4958f6,3407,sao paulo / sao paulo,SP,,
248,1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
249,6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR,-23.387618063361252,-51.90809845489071
250,66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP,-20.823451835062883,-49.34436793522842
251,781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP,-22.896740934214222,-47.0692730436033
252,a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ,-22.834410685901656,-43.2768594171534
253,f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,SP,-21.867396479393847,-47.47862930181371
254,fa8d335d68129e464e60c1826a683e96,95660,tres coroas,RS,-29.510450343169488,-50.78162026920546
255,f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP,-23.6406370302489,-46.54198206645514
256,4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC,-26.888718831182473,-49.10205768057602
257,741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,SP,-23.670768199561508,-46.5054975578457
258,4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP,-23.620944796095696,-46.527531775911626
259,a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP,-23.58762078921071,-46.488470812002504
260,dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP,-23.55275293444878,-46.58522657457923
261,ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP,-23.55360429648508,-46.572699909977054
